attr	ADAM9	ANXA1	ATF3	AURKA	BACE1	BGN	BIRC6	BUB1	CABLES2	CCNG2	CD55	CDC20	CHEK2	CKAP5	COL13A1	CTNNB1	CXXC5	DNAJB2	EGFR	ERBB2	ERBB3	EVL	FBLN1	FDPS	FGF13	FN1	FOS	FOXM1	FYN	GSK3B	GSN	HDAC3	HIPK2	HMGA2	HMGB2	HMGCR	HUWE1	ICAM1	IGF1R	IL4R	IL7R	ITGB8	JUN	KAT2A	LATS2	LIMK2	LRP1	LTBP3	MAD2L2	MAPK1	MAPK13	MAPK14	MAPK6	MAPKAPK2	MAPT	MEX3B	MOCOS	MVD	MVK	NDC80	NUF2	PAG1	PIAS1	PIAS3	PKIA	PLK1	PMVK	PPM1D	PRPF4	PTPRA	RASGRF1	RELA	RFWD2	RHOA	RHOD	ROCK1	RPS6KA1	RPS6KA5	RRM2B	S100A2	SELPLG	SERPINA1	SH3YL1	SHC1	SKIL	SMAD2	SMAD4	SNAI1	SNAP29	SNRPA	SREBF2	SRPK1	STAT3	STX6	TACC1	TAF12	TAF1B	TBL1X	TCF3	TGFA	TGFB1	TNIK	TNK2	TOP2A	TP53	TP53:SMAD2	TP63	TPR	TPX2	TRIM33	TRIOBP	UBE2I	VDR	VIM	WNT5A	ZBTB17
attractor215	1	1	1	1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	0	1	1	1	1	-1	1	1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	0	1	1	-1	-1	1	1	1	1	1	1	1	0
attractor217	1	1	1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	0	1	1	1	1	1	-1	1	1	1	0	0	1	1	1	1	1	1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	0	1	1	-1	1	1	1	1	1	1	1	1	0
attractor218	1	1	1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	-1	-1	0	1	1	-1	1	1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	0	1	1	-1	-1	0	1	1	1	1	1	1	0
attractor226	1	-1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	-1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	-1	0	1	1	1	1	1	1	-1	1	0	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	-1	0	1	1	1	-1	1	1	1	1	1	1	1	1	0
attractor227	1	1	1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	-1	1	0	1	-1	-1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	0	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1
attractor245	1	1	1	-1	-1	1	1	1	-1	1	-1	-1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	-1	1	1	1	0	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	-1	0	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	-1	1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1
attractor247	1	1	1	1	1	1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	0	1	1	1	1	1	-1	1	1	1	1	0	1	1	1	-1	1	1	-1	0	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	0	-1	1	-1	1	0	-1	1	1	1	1	1	0
attractor250	1	1	1	-1	-1	1	1	-1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	-1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1
attractor254	1	-1	-1	-1	1	1	1	-1	1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	-1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	0	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	0	1	1	1	-1	1	0	1	1	1	1	1	1	0
attractor258	1	1	-1	1	1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	0	0	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	-1	1	1	1	1	0
attractor261	1	1	-1	-1	1	1	1	1	1	1	1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	-1	1	1	1
attractor262	1	1	1	1	-1	1	1	-1	1	1	-1	-1	1	1	-1	1	1	1	1	1	1	-1	1	1	-1	1	1	-1	1	1	-1	0	1	1	1	1	1	1	1	1	1	1	-1	-1	1	-1	1	1	1	0	1	0	1	1	1	-1	1	1	1	0	0	1	1	1	-1	1	1	-1	0	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	-1	-1	0	1	1	1	1	1	1	0
attractor264	1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	0	0	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	0	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1
attractor265	1	1	1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	0
attractor267	1	1	1	-1	-1	1	1	1	1	1	1	-1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	0	1	-1	-1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	0	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	-1	0	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1	1	1	1	1	1	1	1
attractor269	1	1	1	1	-1	1	1	-1	1	-1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	-1	1	1	1	-1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	-1	-1	0	1	1	1	1	1	1	0
attractor272	1	1	1	-1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	0	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1
attractor277	1	1	1	1	-1	1	1	1	1	-1	-1	1	0	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	0	0	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	0	1	1	-1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	1	1	0	1	1	-1	-1	0	1	1	1	1	1	1	0
attractor280	1	1	1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	0	0	-1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	-1	1	1	0	1	-1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	0	1	1	-1	1	1	1	1	1	1	1	1	0
attractor283	1	1	1	1	1	-1	1	-1	1	1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	1	1	0	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	0	1	1	1	1	1	-1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	1	1	1	1	-1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1
attractor285	1	1	1	-1	1	1	1	-1	1	-1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1	1	1	1	1	1	-1	1	-1	-1	1	1	1	1	-1	1	1	1	0	1	1	-1	1	1	1	-1	-1	1	1	1	1	1	1	1	0	1	1	-1	1	1	1	-1	0	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	1	1	1	-1	-1	1	-1	1	1	1	1	1	-1	1	1	1
attractor292	1	1	1	-1	1	1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	0	1	1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	0	-1	1	-1	-1	1	-1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1
attractor297	1	1	1	-1	1	1	1	-1	1	1	1	1	0	1	-1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	-1	-1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	-1	1	1	-1	1	1	0	1	1	1	-1	1	1	1	-1	1	1	1	1	-1	1	1	0	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	1	1	1	-1	1	1	1
attractor300	1	1	-1	-1	-1	1	1	-1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	-1	0	0	-1	-1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	-1	1	1	0	0	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1
attractor304	1	1	1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	-1	1	-1	1	0	0	1	-1	1	1	1	-1	1	1	1	1	-1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	-1	1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	1
attractor315	1	1	-1	-1	-1	1	1	-1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	-1	-1	1	1	1	1	-1	1	1	1	0	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	0	1	1	1	-1	1	1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1
attractor317	1	1	1	-1	-1	1	1	1	-1	-1	-1	-1	1	1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	-1	0	1	1	1	1	1	-1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	1	-1	-1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1
attractor323	1	1	1	1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	-1	1	1	1	-1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	0	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	-1	-1	1	1	1	1	1	1	1	0
attractor336	1	1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	0	1	1	1	1	1	1	1	1	1	-1	-1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	0	1	1	1	-1	-1	1	1	1	1	1	1	1	0
attractor353	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	0	0	-1	-1	1	1	1	1	1	-1	1	-1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	1	0	1	1	-1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	-1	1	1	1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	1	1	1	1	1
attractor355	1	1	1	-1	-1	1	1	-1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	-1	-1	-1	1	1	1	1	-1	0	1	1	0	1	1	-1	1	1	1	0	1	0	1	1	1	1	1	-1	0	1	1	1	1	1	1	-1	0	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	0	1	1	1	-1	1	0	1	1	1	1	1	1	0
attractor357	1	1	1	-1	1	1	1	-1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1
attractor362	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	1
attractor364	1	-1	1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	0	1	-1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	-1	0	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	1
attractor376	1	1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	-1	1	-1	-1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	-1	1	1	1	0	1	1	1	1	1	1	-1	1	1	1	1	-1	-1	1	1	0	1	1	1	-1	1	-1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	1
attractor379	1	1	1	-1	1	1	1	-1	-1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	1	1	-1	-1	1	1	1	-1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	-1	1	1	-1	0	1	1	1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	-1	1	0	1	1	1	1	1	1	0
attractor385	1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1
attractor390	1	1	1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	-1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1
attractor395	1	1	1	1	1	1	1	-1	1	-1	-1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	-1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	1	-1	1	1	0	0	1	1	-1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	-1	0	1	1	-1	0	1	1	-1	1	1	1	1	1	1	-1	1	0	-1	1	-1	1	1	1	1	-1	1	-1	1	1	1	0	1	1	1	-1	1	1	1	1	1	1	1	1	0
attractor399	1	1	1	1	1	1	1	-1	1	-1	1	-1	1	1	1	1	1	1	-1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	0	1	-1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	-1	1	1	1	0	1	1	-1	1	1	1	1	0	1	1	1	-1	1	1	-1	0	1	1	-1	1	1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	-1	1	1	1	1	0
attractor402	1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	-1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	1
attractor403	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	-1	1	-1	1	1	1	1	0	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	0	1	1	1	1	1	1	0
attractor410	1	1	1	-1	1	1	1	1	1	-1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	0	1	-1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	-1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1
attractor413	1	1	1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	-1	1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	-1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	-1	1	1	1	0	1	1	1	-1	1	-1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	0	1	1	1	-1	-1	0	1	1	1	1	1	1	0
attractor415	1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	1	0	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1
attractor417	1	1	1	-1	1	1	1	-1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	0	0	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	0	1	0	0	1	1	-1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	0	1	1	-1	1	0	1	1	1	1	1	1	0
attractor422	1	1	1	1	1	1	1	-1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	-1	-1	0	1	-1	1	1	1	1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	0	0	1	1	-1	1	1	1	0	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	-1	1	1	1	1	1	1	1	1	0
attractor427	1	1	-1	-1	-1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	-1	1	1	1	0	1	1	-1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	-1	1	0	1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1
attractor429	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	0	1	1	-1	-1	1	1	1	1	1	1	1	0
attractor439	1	1	1	-1	-1	-1	1	1	1	-1	1	1	1	-1	-1	-1	-1	1	-1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	-1	0	1	-1	1	-1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	0	0	1	1	-1	1	0	1	1	1	1	1	1	0
attractor441	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	1	0	1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	0	1	0	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1
