ID	Hits	Hit names
MO000104152	["MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013"]	["SREBP-1a(h){ubK333}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000104165	["MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013"]	["SREBP-1a(h){ubK333}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000104654	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000121463","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","calcitriol:VDR-isoform1(h)","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000104668	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000105557	[]	[]
MO000105851	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000106542	["MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768"]	["p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000106543	["MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768"]	["p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000106555	["MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013"]	["SREBP-1a(h){ubK333}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000106749	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000106879	[]	[]
MO000107179	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000107566	[]	[]
MO000111054	["MO000020422","MO000021495","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","VDR(h)","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000111057	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000111059	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000111065	["MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013"]	["SREBP-1a(h){ubK333}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000111175	[]	[]
MO000111765	["MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013"]	["SREBP-1a(h){ubK333}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000112220	[]	[]
MO000114397	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000115098	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000057829","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h)","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000115116	[]	[]
MO000115645	["MO000020422","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000116221	[]	[]
MO000120177	[]	[]
MO000122323	[]	[]
MO000122332	["MO000020422","MO000025761","MO000038978","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["HRS:PtdIns(3)P:SARA:Smad2","SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000122559	["MO000019779","MO000020308","MO000020327","MO000020403","MO000020422","MO000020426","MO000020430","MO000021350","MO000025761","MO000028292","MO000039020","MO000039037","MO000039767","MO000039773","MO000041035","MO000042286","MO000042288","MO000042289","MO000042290","MO000042291","MO000042292","MO000042294","MO000042318","MO000042319","MO000042353","MO000042456","MO000042457","MO000043730","MO000043734","MO000043793","MO000043839","MO000044907","MO000044910","MO000056029","MO000057829","MO000057915","MO000057948","MO000058335","MO000077960","MO000078141","MO000078142","MO000078143","MO000078144","MO000078165","MO000080184","MO000081465","MO000082410","MO000083801","MO000102637","MO000102748","MO000103768","MO000103776","MO000103828","MO000103836","MO000103838","MO000109817","MO000115397","MO000115967","MO000116009","MO000116013","MO000116014","MO000122213","MO000122227","MO000122237","MO000156785","MO000156962","MO000169567","MO000179991","MO000179995","MO000200595","MO000200597","MO000202539","MO000272211","MO000272212","MO000272549","MO000272588","MO000273331","MO000277020","MO000279236","MO000279380","MO000279718","MO000279721","MO000279722","MO000280663","MO000280671","MO000280680","MO000287343","MO000287478","MO000287552","MO000287639","MO000287642","MO000287677","MO000287727","MO000287800","MO000288095","MO000288234","MO000288269","MO000293106","MO000308694","MO000317975","MO000322272","MO000324308","MO000332233","MO000332234","MO000332235","MO000335556","MO000335557","MO000335559","MO000444443","MO000453576","MO000453577","MO000453578","MO000453579","MO000453580","MO000453581","MO000453582","MO000476423","MO000479910","MO000481566","MO000529820","MO000529993"]	["(VDR-isoform1(h))2:SRC3-xbb2(h)","(p63(h))4","AGP1(h):p63(h)","ASPP1(h):p63-isoform5(h)","ASPP2(h):p63-isoform5(h)","BTEB2(h):Smad2(h)","C18orf1-Alpha-2(h):Smad2-short(h)","COPS6(h):p63(h)","Daxx(h):p63-isoform5(h)","Emx-1(h):p63(h)","GL-R(h):p63(h)","HPX(h):p63(h)","ITIH4(h):p63(h)","MAGI-1(h):p63-isoform10(h)","NF-YC-isoform3(h):p63-isoform1(h)","NIPSNAP3A(h):p63(h)","Nup153:Nup214:Smad2{pS}","RXR-alpha(h):VDR-isoform1(h):SRC3-xbb2(h)","SARA(h):Smad2-L(h)","SKIP(h):Smad2-L(h)","SLC35A3(h):p63(h)","SREBP-1(h)","SREBP-1(h){aceK}","SREBP-1a(h)","SREBP-1a(h):p300(h)","SREBP-1a(h){aceK324}{aceK333}","SREBP-1a(h){pS117}","SREBP-1a(h){pS63}{pT426}","SREBP-1a(h){pT426}","SREBP-1a(h){p}","SREBP-1a(h){ubK333}","SREBP-1a(h){ub}","Smad2(h)","Smad2(h):Dab2(h)","Smad2(h):GLI(h)","Smad2(h):MELK(h)","Smad2(h):MTMR4(h)","Smad2(h):NF-1(h)","Smad2(h):OCA-B(h)","Smad2(h):PDK1(h)","Smad2(h):Pin1(h)","Smad2(h):STAT1(h)","Smad2(h):STAT3(h)","Smad2(h):Smad3(h)","Smad2(h):Smurf-2(h)","Smad2(h):p53(h)","Smad2(h):wwp2-isoform1(h)","Smad2(h){aceK}","Smad2(h){pT220}{pS245}{pS250}{pS255}","Smad2(h){p}","Smad2(h){ub}","Smad2-L(h)","Smad2-L(h):LEMD3(h)","Smad2-L(h):Smad4(h)","Smad2-L(h):Smurf-2(h)","Smad2-L(h):TGIF(h)","Smad2-L(h){p}","Smad2-L(h){p}{ub(n)}","Smad2-L(h){ub(n)}","Smad2-L(h){ub}n","Smad2-short(h)","Smad2{pS465}{pS467}:Smad3{pS423}{pS425}:Sox-9:p300","Smad2{pS}:Smad4:SMIF:CBP:p300","Smad3(h):Smad2-short(h)","Smad4(h):BTEB2(h):Smad2(h)","Smad4(h):Smad2(h)","Sp1(h):Smad2(h)","TFIIB(h):VDR(h)","TGFbetaR-II(h):TGFbetaR-I(h):Smad2-L(h)","TLS(h):p63-isoform2(h)","Ubc9(h):p63-isoform1(h)","VDR(h):PP1C(h)","VDR(h):SRC3-xbb2(h)","VDR(h):foxo4(h)","VDR-M4(h):TFIIB(h)","VDR-isoform1(h):SRC3-xbb2(h)","YAP(h):p63-isoform2(h)","brca1(h):p63-isoform6(h)","c-Myc(h):Smad2(h)","c-Ski(h):Smad2(h):Smad4(h)","calcitriol:VDR(h):beta-catenin(h)","calcitriol:VDR{pS51}{pS208}:9-cis-retinoic acid:RXR-alpha:SKIP:DRIP205:TFIIB:RPB2","calcitriol:VDR{pS51}{pS208}:9-cis-retinoic acid:RXR-alpha:SKIP:SRC-1:p300","cyclinC(h):p63(h)","haptoglobin(h):p63(h)","hnRNP-Q(h):p63-isoform2(h)","itch(h):p63-isoform2(h)","mdm2(h):p63-isoform1(h)","mdm2(h):p63-isoform5(h)","p300(h):Smad2(h)","p300(h):Smad2-L(h)","p63(h)","p63(h):CIN85(h)","p63(h):Chk2-xbb12(h)","p63(h):FOXK1(h)","p63(h):FOXK2(h)","p63(h):Rabphilin-isoform2(h)","p63(h):p73(h)","p63(h):p73epsilon(h)","p63(h):peroxin-14-isoform2(h)","p63-isoform1(h)","p63-isoform1(h):Daxx(h)","p63-isoform1(h):RALGPS1(h)","p63-isoform1(h):SFRS15(h)","p63-isoform1(h):Ubc9(h)","p63-isoform1(h):beta-catenin(h)","p63-isoform1(h):hipk2(h)","p63-isoform1(h):hnRPAB-isoform3(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform2(h):hnRNPK(h)","p63-isoform2(h):sumo1-isoform1(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform5(h):SSRP1(h)","p63-isoform5(h):hipk2(h)","p63-isoform6(h)","plk1(h):p63(h)","sumo1-isoform1(h):p63-isoform1(h)","wwp2-isoform1(h):Smad2-L(h)"]
MO000122804	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000122991	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000057829","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h)","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000123878	[]	[]
MO000124080	[]	[]
MO000125616	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000056029","MO000103768","MO000116013","MO000279236"]	["SREBP-1(h)","SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000125995	[]	[]
MO000128117	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000128119	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000129350	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000129356	["MO000020422","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000130069	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000146847	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000149177	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000149606	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000149612	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000149616	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000149899	[]	[]
MO000149900	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000057829","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h)","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000152645	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000152646	[]	[]
MO000152829	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000154239	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000154352	["MO000020327","MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000155455	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000057829","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h)","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000159796	[]	[]
MO000159797	[]	[]
MO000159798	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000159799	["MO000020422","MO000025761","MO000038978","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["HRS:PtdIns(3)P:SARA:Smad2","SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000159951	[]	[]
MO000159952	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000159957	[]	[]
MO000159958	["MO000020422","MO000021495","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","VDR(h)","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000160341	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000160996	["MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013"]	["SREBP-1a(h){ubK333}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000161251	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000057829","MO000103768","MO000116013","MO000121463","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h)","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","calcitriol:VDR-isoform1(h)","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000163648	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000163649	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000163650	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000163787	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000163788	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000163789	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000163790	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000163791	["MO000020422","MO000025761","MO000038978","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["HRS:PtdIns(3)P:SARA:Smad2","SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000163792	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
